roll black pink score height start
3303 1 2 0 0 0
3304 3 2 5 0 0
3305 2 2 1 0 0
3306 2 2 1 0 0
3307 2 2 1 0 0
3308 4 2 5 0 0
3309 3 4 10 0 0
3310 3 2 5 0 0
3311 1 1 1 0 0
3312 4 1 5 0 0
3313 1 2 0 0 0
3314 2 4 5 0 0
3315 4 2 5 0 0
3316 4 4 20 0 0
3317 4 1 5 0 0
3318 5 1 10 0 0
3319 1 2 0 0 0
3320 2 2 1 0 0
3321 1 4 5 0 0
3322 2 1 0 0 0
3323 2 4 5 0 0
3324 2 1 0 0 0
3325 1 2 0 0 0
3326 4 3 10 0 0
3327 1 2 0 0 0
3328 2 4 5 0 0
3329 1 1 1 0 0
3330 4 5 15 0 0
3331 4 1 5 0 0
3332 2 1 0 0 0
3333 2 1 0 0 0
3334 4 2 5 0 0
3335 2 1 0 0 0
3336 2 4 5 0 0
3337 1 3 5 0 0
3338 2 1 0 0 0
3339 4 2 5 0 0
3340 2 2 1 0 0
3341 5 2 10 0 0
3342 2 1 0 0 0
3343 4 1 5 0 0
3344 2 2 1 0 0
3345 1 2 0 0 0
3346 2 3 5 0 0
3347 1 4 5 0 0
3348 4 2 5 0 0
3349 2 1 0 0 0
3350 4 1 5 0 0
3351 1 1 1 0 0
3352 2 4 5 0 0
3353 1 1 1 0 0
3354 4 4 20 0 0
3355 1 2 0 0 0
3356 1 4 5 0 0
3357 2 2 1 0 0
3358 4 1 5 0 0
3359 4 2 5 0 0
3360 2 4 5 0 0
3361 1 1 1 0 0
3362 2 2 1 0 0
3363 4 1 5 0 0
3364 4 1 5 0 0
3365 2 2 1 0 0
3366 1 2 0 0 0
3367 2 4 5 0 0
3368 1 4 5 0 0
3369 4 3 10 0 0
3370 2 1 0 0 0
3371 1 2 0 0 0
3372 2 4 5 0 0
3373 2 1 0 0 0
3374 3 2 5 0 0
3375 4 1 5 0 0
3376 2 1 0 0 0
3377 2 2 1 0 0
3378 3 1 5 0 0
3379 4 4 20 0 0
3380 2 4 5 0 0
3381 3 2 5 0 0
3382 2 1 0 0 0
3383 1 3 5 0 0
3384 3 1 5 0 0
3385 1 2 0 0 0
3386 4 4 20 0 0
3387 1 2 0 0 0
3388 4 2 5 0 0
3389 2 2 1 0 0
3390 1 2 0 0 0
3391 3 1 5 0 0
3392 4 3 10 0 0
3393 4 2 5 0 0
3394 4 3 10 0 0
3395 4 1 5 0 0
3396 2 2 1 0 0
3397 1 2 0 0 0
3398 2 3 5 0 0
3399 5 1 10 0 0
3400 2 2 1 0 0
3401 2 3 5 0 0
3402 2 1 0 0 0
3403 1 2 0 0 0
3404 2 5 10 0 0
3405 4 2 5 0 0
3406 2 1 0 0 0
3407 4 1 5 0 0
3408 3 2 5 0 0
3409 2 1 0 0 0
3410 3 1 5 0 0
3411 4 2 5 0 0
3412 1 2 0 0 0
3413 2 1 0 0 0
3414 1 4 5 0 0
3415 5 1 10 0 0
3416 3 4 10 0 0
3417 1 2 0 0 0
3418 2 1 0 0 0
3419 3 2 5 0 0
3420 1 2 0 0 0
3421 2 2 1 0 0
3422 4 2 5 0 0
3423 1 1 1 0 0
3424 4 2 5 0 0
3425 2 2 1 0 0
3426 1 1 1 0 0
3427 1 1 1 0 0
3428 4 3 10 0 0
3429 3 4 10 0 0
3430 1 5 10 0 0
3431 4 1 5 0 0
3432 4 4 20 0 0
3433 1 2 0 0 0
3434 4 1 5 0 0
3435 2 2 1 0 0
3436 2 2 1 0 0
3437 4 1 5 0 0
3438 2 4 5 0 0
3439 1 1 1 0 0
3440 2 4 5 0 0
3441 1 1 1 0 0
3442 2 4 5 0 0
3443 3 2 5 0 0
3444 1 4 5 0 0
3445 4 2 5 0 0
3446 1 2 0 0 0
3447 3 4 10 0 0
3448 2 4 5 0 0
3449 4 1 5 0 0
3450 5 2 10 0 0
3451 5 2 10 0 0
3452 2 4 5 0 0
3453 2 2 1 0 0
3454 2 1 0 0 0
3455 2 4 5 0 0
3456 1 5 10 0 0
3457 2 2 1 0 0
3458 4 1 5 0 0
3459 4 4 20 0 0
3460 2 4 5 0 0
3461 2 4 5 0 0
3462 3 2 5 0 0
3463 1 2 0 0 0
3464 2 4 5 0 0
3465 1 1 1 0 0
3466 5 2 10 0 0
3467 2 4 5 0 0
3468 2 4 5 0 0
3469 1 2 0 0 0
3470 3 2 5 0 0
3471 2 4 5 0 0
3472 1 2 0 0 0
3473 1 1 1 0 0
3474 2 2 1 0 0
3475 4 1 5 0 0
3476 1 1 1 0 0
3477 2 2 1 0 0
3478 2 1 0 0 0
3479 2 2 1 0 0
3480 2 1 0 0 0
3481 2 3 5 0 0
3482 2 1 0 0 0
3483 4 1 5 0 0
3484 4 1 5 0 0
3485 1 4 5 0 0
3486 2 1 0 0 0
3487 2 2 1 0 0
3488 2 3 5 0 0
3489 5 4 15 0 0
3490 4 2 5 0 0
3491 2 1 0 0 0
3492 2 3 5 0 0
3493 4 2 5 0 0
3494 1 2 0 0 0
3495 4 4 20 0 0
3496 1 2 0 0 0
3497 4 4 20 0 0
3498 4 2 5 0 0
3499 3 1 5 0 0
3500 2 4 5 0 0
3501 4 3 10 0 0
3502 1 2 0 0 0
3503 2 1 0 0 0
3504 4 2 5 0 0
3505 2 2 1 0 0
3506 4 4 20 0 0
3507 1 1 1 0 0
3508 2 1 0 0 0
3509 4 2 5 0 0
3510 2 1 0 0 0
3511 1 3 5 0 0
3512 4 2 5 0 0
3513 3 2 5 0 0
3514 2 1 0 0 0
3515 4 1 5 0 0
3516 2 2 1 0 0
3517 1 2 0 0 0
3518 2 4 5 0 0
3519 3 2 5 0 0
3520 1 1 1 0 0
3521 2 1 0 0 0
3522 2 1 0 0 0
3523 2 4 5 0 0
3524 2 2 1 0 0
3525 3 2 5 0 0
3526 1 2 0 0 0
3527 1 2 0 0 0
3528 1 6 15 0 0
3529 2 2 1 0 0
3530 4 1 5 0 0
3531 2 1 0 0 0
3532 2 4 5 0 0
3533 1 2 0 0 0
3534 1 1 1 0 0
3535 4 5 15 0 0
3536 4 4 20 0 0
3537 5 4 15 0 0
3538 1 1 1 0 0
3539 1 4 5 0 0
3540 2 4 5 0 0
3541 2 2 1 0 0
3542 2 2 1 0 0
3543 2 4 5 0 0
3544 1 1 1 0 0
3545 4 3 10 0 0
3546 4 1 5 0 0
3547 4 2 5 0 0
3548 2 2 1 0 0
3549 2 4 5 0 0
3550 4 1 5 0 0
3551 3 4 10 0 0
3552 2 5 10 0 0
3553 4 2 5 0 0
3554 1 5 10 0 0
3555 2 1 0 0 0
3556 2 2 1 0 0
3557 4 3 10 0 0
3558 2 2 1 0 0
3559 2 1 0 0 0
3560 4 4 20 0 0
3561 2 4 5 0 0
3562 4 1 5 0 0
3563 1 1 1 0 0
3564 1 1 1 0 0
3565 4 4 20 0 0
3566 2 1 0 0 0
3567 1 1 1 0 0
3568 3 4 10 0 0
3569 3 4 10 0 0
3570 4 4 20 0 0
3571 7 7 -1 0 0
3572 5 1 10 0 0
3573 1 1 1 0 0
3574 2 2 1 0 0
3575 2 1 0 0 0
3576 2 2 1 0 0
3577 3 1 5 0 0
3578 2 4 5 0 0
3579 3 1 5 0 0
3580 1 4 5 0 0
3581 2 2 1 0 0
3582 2 1 0 0 0
3583 2 3 5 0 0
3584 6 4 20 0 0
3585 1 1 1 0 0
3586 2 1 0 0 0
3587 1 4 5 0 0
3588 1 2 0 0 0
3589 4 1 5 0 0
3590 2 4 5 0 0
3591 2 1 0 0 0
3592 1 1 1 0 0
3593 2 2 1 0 0
3594 4 2 5 0 0
3595 4 2 5 0 0
3596 4 2 5 0 0
3597 4 2 5 0 0
3598 2 1 0 0 0
3599 5 2 10 0 0
3600 5 4 15 0 0
3601 2 1 0 0 0
3602 2 2 1 0 0
3603 2 2 1 0 0
3604 3 2 5 0 0
3605 1 2 0 0 0
3606 2 2 1 0 0
3607 4 2 5 0 0
3608 2 4 5 0 0
3609 4 5 15 0 0
3610 2 2 1 0 0
3611 2 1 0 0 0
3612 2 4 5 0 0
3613 2 1 0 0 0
3614 1 3 5 0 0
3615 2 1 0 0 0
3616 2 1 0 0 0
3617 2 1 0 0 0
3618 4 2 5 0 0
3619 6 2 15 0 0
3620 2 4 5 0 0
3621 4 2 5 0 0
3622 4 1 5 0 0
3623 1 1 1 0 0
3624 2 1 0 0 0
3625 2 2 1 0 0
3626 5 1 10 0 0
3627 1 4 5 0 0
3628 5 2 10 0 0
3629 2 2 1 0 0
3630 1 1 1 0 0
3631 4 2 5 0 0
3632 1 4 5 0 0
3633 4 1 5 0 0
3634 2 4 5 0 0
3635 2 2 1 0 0
3636 4 4 20 0 0
3637 4 2 5 0 0
3638 2 2 1 0 0
3639 3 2 5 0 0
3640 2 4 5 0 0
3641 4 1 5 0 0
3642 3 1 5 0 0
3643 2 3 5 0 0
3644 4 6 20 0 0
3645 3 4 10 0 0
3646 2 1 0 0 0
3647 3 2 5 0 0
3648 4 2 5 0 0
3649 2 2 1 0 0
3650 4 2 5 0 0
3651 5 4 15 0 0
3652 5 2 10 0 0
3653 2 4 5 0 0
3654 3 1 5 0 0
3655 2 2 1 0 0
3656 1 4 5 0 0
3657 4 4 20 0 0
3658 4 1 5 0 0
3659 4 1 5 0 0
3660 1 3 5 0 0
3661 4 5 15 0 0
3662 2 2 1 0 0
3663 4 2 5 0 0
3664 2 4 5 0 0
3665 3 4 10 0 0
3666 5 2 10 0 0
3667 2 2 1 0 0
3668 1 2 0 0 0
3669 2 4 5 0 0
3670 2 1 0 0 0
3671 4 2 5 0 0
3672 4 4 20 0 0
3673 4 5 15 0 0
3674 1 2 0 0 0
3675 1 4 5 0 0
3676 2 1 0 0 0
3677 2 2 1 0 0
3678 2 2 1 0 0
3679 4 1 5 0 0
3680 4 1 5 0 0
3681 2 4 5 0 0
3682 3 1 5 0 0
3683 3 4 10 0 0
3684 4 4 20 0 0
3685 4 2 5 0 0
3686 4 4 20 0 0
3687 1 2 0 0 0
3688 4 4 20 0 0
3689 4 1 5 0 0
3690 1 2 0 0 0
3691 2 2 1 0 0
3692 2 4 5 0 0
3693 2 1 0 0 0
3694 2 2 1 0 0
3695 4 1 5 0 0
3696 2 2 1 0 0
3697 4 2 5 0 0
3698 4 1 5 0 0
3699 2 1 0 0 0
3700 1 2 0 0 0
3701 2 1 0 0 0
3702 2 2 1 0 0
3703 4 2 5 0 0
3704 3 4 10 0 0
3705 3 1 5 0 0
3706 4 6 20 0 0
3707 1 4 5 0 0
3708 2 3 5 0 0
3709 1 2 0 0 0
3710 2 4 5 0 0
3711 4 2 5 0 0
3712 2 1 0 0 0
3713 3 2 5 0 0
3714 2 5 10 0 0
3715 4 1 5 0 0
3716 4 2 5 0 0
3717 5 4 15 0 0
3718 2 4 5 0 0
3719 4 2 5 0 0
3720 4 1 5 0 0
3721 1 4 5 0 0
3722 1 4 5 0 0
3723 4 2 5 0 0
3724 1 4 5 0 0
3725 4 4 20 0 0
3726 4 3 10 0 0
3727 2 1 0 0 0
3728 1 4 5 0 0
3729 2 3 5 0 0
3730 1 2 0 0 0
3731 4 2 5 0 0
3732 4 4 20 0 0
3733 1 2 0 0 0
3734 2 4 5 0 0
3735 2 2 1 0 0
3736 3 1 5 0 0
3737 2 4 5 0 0
3738 2 2 1 0 0
3739 2 1 0 0 0
3740 4 1 5 0 0
3741 4 3 10 0 0
3742 2 5 10 0 0
3743 4 4 20 0 0
3744 4 1 5 0 0
3745 4 2 5 0 0
3746 1 1 1 0 0
3747 2 2 1 0 0
3748 4 1 5 0 0
3749 1 4 5 0 0
3750 1 4 5 0 0
3751 1 5 10 0 0
3752 2 1 0 0 0
3753 2 4 5 0 0
3754 2 4 5 0 0
3755 1 2 0 0 0
3756 2 1 0 0 0
3757 1 1 1 0 0
3758 1 1 1 0 0
3759 2 3 5 0 0
3760 1 2 0 0 0
3761 4 4 20 0 0
3762 2 2 1 0 0
3763 4 1 5 0 0
3764 2 1 0 0 0
3765 1 4 5 0 0
3766 2 4 5 0 0
3767 4 2 5 0 0
3768 4 1 5 0 0
3769 2 2 1 0 0
3770 2 2 1 0 0
3771 3 3 20 0 0
3772 1 1 1 0 0
3773 4 1 5 0 0
3774 3 4 10 0 0
3775 4 5 15 0 0
3776 5 1 10 0 0
3777 7 7 -1 0 0
3778 2 4 5 0 0
3779 2 2 1 0 0
3780 2 3 5 0 0
3781 1 1 1 0 0
3782 4 1 5 0 0
3783 2 2 1 0 0
3784 2 1 0 0 0
3785 1 2 0 0 0
3786 4 4 20 0 0
3787 4 2 5 0 0
3788 1 1 1 0 0
3789 2 2 1 0 0
3790 4 2 5 0 0
3791 4 1 5 0 0
3792 2 4 5 0 0
3793 4 1 5 0 0
3794 3 4 10 0 0
3795 4 1 5 0 0
3796 1 2 0 0 0
3797 1 1 1 0 0
3798 1 3 5 0 0
3799 4 3 10 0 0
3800 1 4 5 0 0
3801 4 2 5 0 0
3802 4 2 5 0 0
3803 1 1 1 0 0
3804 2 2 1 0 0
3805 1 1 1 0 0
3806 1 1 1 0 0
3807 2 4 5 0 0
3808 2 4 5 0 0
3809 4 1 5 0 0
3810 4 1 5 0 0
3811 2 2 1 0 0
3812 4 1 5 0 0
3813 4 3 10 0 0
3814 2 2 1 0 0
3815 4 1 5 0 0
3816 4 4 20 0 0
3817 2 3 5 0 0
3818 2 1 0 0 0
3819 1 1 1 0 0
3820 1 5 10 0 0
3821 4 4 20 0 0
3822 6 4 20 0 0
3823 2 2 1 0 0
3824 4 1 5 0 0
3825 4 2 5 0 0
3826 1 1 1 0 0
3827 3 2 5 0 0
3828 2 2 1 0 0
3829 1 2 0 0 0
3830 1 1 1 0 0
3831 1 2 0 0 0
3832 4 4 20 0 0
3833 1 4 5 0 0
3834 3 1 5 0 0
3835 1 2 0 0 0
3836 4 2 5 0 0
3837 4 1 5 0 0
3838 1 1 1 0 0
3839 1 2 0 0 0
3840 2 2 1 0 0
3841 1 2 0 0 0
3842 2 1 0 0 0
3843 2 2 1 0 0
3844 2 1 0 0 0
3845 2 2 1 0 0
3846 2 3 5 0 0
3847 3 2 5 0 0
3848 2 2 1 0 0
3849 2 1 0 0 0
3850 2 4 5 0 0
3851 1 2 0 0 0
3852 2 1 0 0 0
3853 1 2 0 0 0
3854 1 1 1 0 0
3855 2 1 0 0 0
3856 1 6 15 0 0
3857 3 4 10 0 0
3858 2 4 5 0 0
3859 4 4 20 0 0
3860 1 2 0 0 0
3861 1 1 1 0 0
3862 2 1 0 0 0
3863 2 2 1 0 0
3864 1 2 0 0 0
3865 2 4 5 0 0
3866 3 1 5 0 0
3867 1 4 5 0 0
3868 6 4 20 0 0
3869 1 1 1 0 0
3870 4 4 20 0 0
3871 2 2 1 0 0
3872 1 1 1 0 0
3873 2 1 0 0 0
3874 2 3 5 0 0
3875 2 4 5 0 0
3876 4 2 5 0 0
3877 1 4 5 0 0
3878 4 2 5 0 0
3879 4 1 5 0 0
3880 3 1 5 0 0
3881 1 1 1 0 0
3882 5 2 10 0 0
3883 1 2 0 0 0
3884 1 2 0 0 0
3885 1 4 5 0 0
3886 1 1 1 0 0
3887 2 2 1 0 0
3888 4 2 5 0 0
3889 4 3 10 0 0
3890 4 4 20 0 0
3891 5 2 10 0 0
3892 1 1 1 0 0
3893 1 1 1 0 0
3894 2 2 1 0 0
3895 1 1 1 0 0
3896 4 1 5 0 0
3897 7 7 -1 0 0
3898 4 2 5 0 0
3899 1 2 0 0 0
3900 2 4 5 0 0
3901 1 2 0 0 0
3902 1 1 1 0 0
3903 4 1 5 0 0
3904 1 4 5 0 0
3905 4 2 5 0 0
3906 4 2 5 0 0
3907 2 1 0 0 0
3908 2 2 1 0 0
3909 4 2 5 0 0
3910 3 1 5 0 0
3911 7 7 -1 0 0
3912 3 2 5 0 0
3913 4 2 5 0 0
3914 4 3 10 0 0
3915 2 3 5 0 0
3916 4 1 5 0 0
3917 2 2 1 0 0
3918 3 2 5 0 0
3919 2 2 1 0 0
3920 2 2 1 0 0
3921 1 2 0 0 0
3922 2 3 5 0 0
3923 2 4 5 0 0
3924 2 2 1 0 0
3925 4 1 5 0 0
3926 2 1 0 0 0
3927 2 4 5 0 0
3928 2 2 1 0 0
3929 4 2 5 0 0
3930 2 1 0 0 0
3931 3 2 5 0 0
3932 4 1 5 0 0
3933 4 5 15 0 0
3934 1 2 0 0 0
3935 1 2 0 0 0
3936 2 1 0 0 0
3937 2 2 1 0 0
3938 1 3 5 0 0
3939 2 3 5 0 0
3940 2 3 5 0 0
3941 1 1 1 0 0
3942 2 1 0 0 0
3943 4 4 20 0 0
3944 5 1 10 0 0
3945 1 1 1 0 0
3946 2 3 5 0 0
3947 1 2 0 0 0
3948 2 1 0 0 0
3949 1 4 5 0 0
3950 2 2 1 0 0
3951 2 2 1 0 0
3952 2 2 1 0 0
3953 2 2 1 0 0
3954 2 4 5 0 0
3955 2 1 0 0 0
3956 2 2 1 0 0
3957 3 1 5 0 0
3958 4 2 5 0 0
3959 5 2 10 0 0
3960 2 2 1 0 0
3961 2 1 0 0 0
3962 2 4 5 0 0
3963 1 2 0 0 0
3964 1 4 5 0 0
3965 1 1 1 0 0
3966 4 3 10 0 0
3967 1 1 1 0 0
3968 2 2 1 0 0
3969 1 1 1 0 0
3970 4 4 20 0 0
3971 2 2 1 0 0
3972 1 1 1 0 0
3973 1 2 0 0 0
3974 4 1 5 0 0
3975 2 2 1 0 0
3976 2 4 5 0 0
3977 2 2 1 0 0
3978 5 1 10 0 0
3979 1 2 0 0 0
3980 4 2 5 0 0
3981 2 2 1 0 0
3982 2 4 5 0 0
3983 1 2 0 0 0
3984 4 1 5 0 0
3985 2 1 0 0 0
3986 2 1 0 0 0
3987 2 2 1 0 0
3988 2 5 10 0 0
3989 1 2 0 0 0
3990 1 1 1 0 0
3991 2 1 0 0 0
3992 2 2 1 0 0
3993 4 2 5 0 0
3994 1 2 0 0 0
3995 1 4 5 0 0
3996 4 1 5 0 0
3997 4 2 5 0 0
3998 4 2 5 0 0
3999 2 1 0 0 0
4000 3 4 10 0 0
4001 4 4 20 0 0
4002 2 2 1 0 0
4003 2 1 0 0 0
4004 4 2 5 0 0
4005 1 4 5 0 0
4006 4 2 5 0 0
4007 2 2 1 0 0
4008 2 4 5 0 0
4009 1 2 0 0 0
4010 1 1 1 0 0
4011 4 4 20 0 0
4012 2 2 1 0 0
4013 1 1 1 0 0
4014 4 1 5 0 0
4015 2 2 1 0 0
4016 4 4 20 0 0
4017 2 1 0 0 0
4018 1 3 5 0 0
4019 1 2 0 0 0
4020 2 1 0 0 0
4021 1 4 5 0 0
4022 2 2 1 0 0
4023 1 2 0 0 0
4024 1 1 1 0 0
4025 2 2 1 0 0
4026 2 1 0 0 0
4027 1 1 1 0 0
4028 4 1 5 0 0
4029 4 2 5 0 0
4030 2 1 0 0 0
4031 1 1 1 0 0
4032 2 4 5 0 0
4033 2 3 5 0 0
4034 4 2 5 0 0
4035 2 2 1 0 0
4036 2 4 5 0 0
4037 1 3 5 0 0
4038 4 2 5 0 0
4039 4 4 20 0 0
4040 2 4 5 0 0
4041 2 2 1 0 0
4042 4 5 15 0 0
4043 4 3 10 0 0
4044 3 2 5 0 0
4045 1 3 5 0 0
4046 2 1 0 0 0
4047 2 4 5 0 0
4048 4 2 5 0 0
4049 5 4 15 0 0
4050 3 2 5 0 0
4051 4 4 20 0 0
4052 5 4 15 0 0
4053 4 4 20 0 0
4054 1 2 0 0 0
4055 2 4 5 0 0
4056 1 4 5 0 0
4057 2 3 5 0 0
4058 2 2 1 0 0
4059 1 4 5 0 0
4060 2 2 1 0 0
4061 2 2 1 0 0
4062 2 4 5 0 0
4063 1 1 1 0 0
4064 2 1 0 0 0
4065 1 1 1 0 0
4066 2 2 1 0 0
4067 4 1 5 0 0
4068 1 1 1 0 0
4069 2 2 1 0 0
4070 4 1 5 0 0
4071 2 1 0 0 0
4072 2 2 1 0 0
4073 1 4 5 0 0
4074 3 2 5 0 0
4075 1 1 1 0 0
4076 2 1 0 0 0
4077 3 2 5 0 0
4078 4 1 5 0 0
4079 3 3 20 0 0
4080 4 4 20 0 0
4081 2 2 1 0 0
4082 1 4 5 0 0
4083 2 1 0 0 0
4084 1 2 0 0 0
4085 4 4 20 0 0
4086 2 2 1 0 0
4087 3 4 10 0 0
4088 4 1 5 0 0
4089 1 1 1 0 0
4090 3 1 5 0 0
4091 2 2 1 0 0
4092 2 2 1 0 0
4093 2 3 5 0 0
4094 1 1 1 0 0
4095 1 4 5 0 0
4096 1 4 5 0 0
4097 5 2 10 0 0
4098 1 3 5 0 0
4099 1 3 5 0 0
4100 2 4 5 0 0
4101 7 7 -1 0 0
4102 2 1 0 0 0
4103 2 1 0 0 0
4104 2 1 0 0 0
4105 1 1 1 0 0
4106 2 1 0 0 0
4107 1 1 1 0 0
4108 1 2 0 0 0
4109 2 2 1 0 0
4110 2 4 5 0 0
4111 2 3 5 0 0
4112 2 3 5 0 0
4113 1 2 0 0 0
4114 1 4 5 0 0
4115 2 4 5 0 0
4116 2 2 1 0 0
4117 1 2 0 0 0
4118 4 2 5 0 0
4119 2 2 1 0 0
4120 4 4 20 0 0
4121 3 4 10 0 0
4122 4 2 5 0 0
4123 3 4 10 0 0
4124 1 3 5 0 0
4125 2 1 0 0 0
4126 4 1 5 0 0
4127 2 1 0 0 0
4128 4 2 5 0 0
4129 2 1 0 0 0
4130 2 4 5 0 0
4131 4 4 20 0 0
4132 2 4 5 0 0
4133 4 4 20 0 0
4134 1 4 5 0 0
4135 4 1 5 0 0
4136 4 1 5 0 0
4137 2 4 5 0 0
4138 1 2 0 0 0
4139 2 2 1 0 0
4140 2 3 5 0 0
4141 1 4 5 0 0
4142 4 4 20 0 0
4143 2 2 1 0 0
4144 1 2 0 0 0
4145 3 1 5 0 0
4146 4 2 5 0 0
4147 4 1 5 0 0
4148 3 2 5 0 0
4149 2 4 5 0 0
4150 2 1 0 0 0
4151 2 2 1 0 0
4152 7 7 -1 0 0
4153 2 4 5 0 0
4154 4 2 5 0 0
4155 1 3 5 0 0
4156 4 2 5 0 0
4157 2 2 1 0 0
4158 3 3 20 0 0
4159 2 1 0 0 0
4160 1 1 1 0 0
4161 4 1 5 0 0
4162 1 2 0 0 0
4163 2 3 5 0 0
4164 1 1 1 0 0
4165 1 1 1 0 0
4166 2 1 0 0 0
4167 1 2 0 0 0
4168 2 4 5 0 0
4169 1 2 0 0 0
4170 2 2 1 0 0
4171 3 6 20 0 0
4172 2 2 1 0 0
4173 3 1 5 0 0
4174 1 1 1 0 0
4175 2 4 5 0 0
4176 1 1 1 0 0
4177 4 1 5 0 0
4178 4 4 20 0 0
4179 3 6 20 0 0
4180 4 2 5 0 0
4181 4 2 5 0 0
4182 2 2 1 0 0
4183 4 2 5 0 0
4184 1 2 0 0 0
4185 5 2 10 0 0
4186 2 3 5 0 0
4187 1 4 5 0 0
4188 3 3 20 0 0
4189 4 4 20 0 0
4190 4 2 5 0 0
4191 2 2 1 0 0
4192 2 4 5 0 0
4193 1 2 0 0 0
4194 1 2 0 0 0
4195 4 1 5 0 0
4196 2 2 1 0 0
4197 2 1 0 0 0
4198 4 2 5 0 0
4199 1 1 1 0 0
4200 2 4 5 0 0
4201 4 1 5 0 0
4202 2 4 5 0 0
4203 4 2 5 0 0
4204 2 1 0 0 0
4205 1 4 5 0 0
4206 3 4 10 0 0
4207 4 4 20 0 0
4208 3 4 10 0 0
4209 3 4 10 0 0
4210 3 2 5 0 0
4211 1 4 5 0 0
4212 4 2 5 0 0
4213 1 2 0 0 0
4214 1 2 0 0 0
4215 4 4 20 0 0
4216 3 1 5 0 0
4217 2 4 5 0 0
4218 3 3 20 0 0
4219 2 2 1 0 0
4220 1 2 0 0 0
4221 1 4 5 0 0
4222 4 1 5 0 0
4223 1 4 5 0 0
4224 3 4 10 0 0
4225 5 2 10 0 0
4226 2 1 0 0 0
4227 2 5 10 0 0
4228 1 2 0 0 0
4229 5 4 15 0 0
4230 4 1 5 0 0
4231 2 1 0 0 0
4232 1 2 0 0 0
4233 1 4 5 0 0
4234 2 2 1 0 0
4235 4 2 5 0 0
4236 2 2 1 0 0
4237 3 3 20 0 0
4238 2 1 0 0 0
4239 4 3 10 0 0
4240 2 1 0 0 0
4241 1 1 1 0 0
4242 2 2 1 0 0
4243 3 2 5 0 0
4244 4 2 5 0 0
4245 2 2 1 0 0
4246 7 7 -1 0 0
4247 4 1 5 0 0
4248 3 1 5 0 0
4249 1 4 5 0 0
4250 1 2 0 0 0
4251 1 4 5 0 0
4252 2 3 5 0 0
4253 1 4 5 0 0
4254 2 2 1 0 0
4255 3 2 5 0 0
4256 1 3 5 0 0
4257 1 2 0 0 0
4258 2 1 0 0 0
4259 2 1 0 0 0
4260 2 1 0 0 0
4261 2 1 0 0 0
4262 2 3 5 0 0
4263 2 1 0 0 0
4264 2 2 1 0 0
4265 2 4 5 0 0
4266 1 4 5 0 0
4267 2 2 1 0 0
4268 2 1 0 0 0
4269 1 2 0 0 0
4270 2 3 5 0 0
4271 2 1 0 0 0
4272 5 3 15 0 0
4273 2 1 0 0 0
4274 1 4 5 0 0
4275 1 1 1 0 0
4276 3 1 5 0 0
4277 4 3 10 0 0
4278 1 2 0 0 0
4279 4 2 5 0 0
4280 1 4 5 0 0
4281 4 2 5 0 0
4282 2 4 5 0 0
4283 2 1 0 0 0
4284 2 2 1 0 0
4285 2 2 1 0 0
4286 2 4 5 0 0
4287 1 1 1 0 0
4288 4 1 5 0 0
4289 1 1 1 0 0
4290 3 4 10 0 0
4291 1 5 10 0 0
4292 1 1 1 0 0
4293 2 2 1 0 0
4294 4 1 5 0 0
4295 2 2 1 0 0
4296 2 3 5 0 0
4297 4 5 15 0 0
4298 1 4 5 0 0
4299 3 1 5 0 0
4300 4 1 5 0 0
4301 4 1 5 0 0
4302 1 2 0 0 0
4303 4 2 5 0 0
4304 1 2 0 0 0
4305 1 4 5 0 0
4306 1 2 0 0 0
4307 1 2 0 0 0
4308 2 1 0 0 0
4309 4 4 20 0 0
4310 2 2 1 0 0
4311 2 4 5 0 0
4312 4 2 5 0 0
4313 1 2 0 0 0
4314 2 2 1 0 0
4315 1 2 0 0 0
4316 2 5 10 0 0
4317 1 4 5 0 0
4318 4 2 5 0 0
4319 2 1 0 0 0
4320 4 4 20 0 0
4321 4 4 20 0 0
4322 5 4 15 0 0
4323 2 2 1 0 0
4324 2 2 1 0 0
4325 2 4 5 0 0
4326 5 2 10 0 0
4327 1 2 0 0 0
4328 6 1 15 0 0
4329 3 1 5 0 0
4330 2 2 1 0 0
4331 2 3 5 0 0
4332 2 3 5 0 0
4333 2 3 5 0 0
4334 4 2 5 0 0
4335 1 1 1 0 0
4336 5 1 10 0 0
4337 4 2 5 0 0
4338 1 1 1 0 0
4339 4 4 20 0 0
4340 4 1 5 0 0
4341 4 1 5 0 0
4342 1 4 5 0 0
4343 4 1 5 0 0
4344 1 4 5 0 0
4345 2 2 1 0 0
4346 4 2 5 0 0
4347 1 2 0 0 0
4348 1 1 1 0 0
4349 1 4 5 0 0
4350 1 1 1 0 0
4351 4 1 5 0 0
4352 2 1 0 0 0
4353 1 1 1 0 0
4354 4 3 10 0 0
4355 4 2 5 0 0
4356 4 2 5 0 0
4357 4 3 10 0 0
4358 2 1 0 0 0
4359 4 4 20 0 0
4360 3 1 5 0 0
4361 4 4 20 0 0
4362 1 2 0 0 0
4363 1 1 1 0 0
4364 2 2 1 0 0
4365 1 1 1 0 0
4366 2 2 1 0 0
4367 4 2 5 0 0
4368 4 2 5 0 0
4369 4 4 20 0 0
4370 1 2 0 0 0
4371 2 4 5 0 0
4372 1 1 1 0 0
4373 2 1 0 0 0
4374 2 2 1 0 0
4375 1 1 1 0 0
4376 2 3 5 0 0
4377 5 4 15 0 0
